ID,AREA,DATA,DISTRICT,CTYSOSID,PRECINCT_I,PRECINCT_N,COUNTY,COUNTY_NAM,FIPS2,income_race_precincts_race,income_race_precincts_avg_income
5212434,7.22,1712,13555,13555,55,SUGAR HILL D,67,GWINNETT,135,white,64396.6603751
5212593,2.46,1759,135102,135102,102,PUCKETTS B,67,GWINNETT,135,white,79498.6926708
5207290,7.72,1681,13524,13524,24,SUGAR HILL A,67,GWINNETT,135,,73604.6428598
4070117,0.86,1337,12110K,12110K,10K,10K,60,FULTON,121,black,40334.9878689
4070173,0.96,1333,12110G,12110G,10G,10G,60,FULTON,121,black,38163.730312
4070229,0.72,1348,12111H,12111H,11H,11H,60,FULTON,121,black,44749.0923361
4070283,1.18,1336,12110J,12110J,10J,10J,60,FULTON,121,black,27505.4212903
4070328,0.96,1367,12112L,12112L,12L,12L,60,FULTON,121,black,24448.6012747
4070388,0.20,1362,12112G,12112G,12G,12G,60,FULTON,121,black,23800.0000513
4070426,0.61,1358,12112D,12112D,12D,12D,60,FULTON,121,black,23984.7763757
5189844,1.68,1798,135141,135141,141,SUGAR HILL G,67,GWINNETT,135,white,111178.852139
5189918,5.86,1682,13525,13525,25,SUGAR HILL B,67,GWINNETT,135,white,80193.2937559
5190056,2.68,1746,13589,13589,89,SUGAR HILL E,67,GWINNETT,135,white,88062.5945048
5190127,6.69,1711,13554,13554,54,SUGAR HILL C,67,GWINNETT,135,white,83876.5297412
4466510,0.49,1468,121MP01,121MP01,MP01,MP01,60,FULTON,121,white,175478
5176207,4.02,1787,135130,135130,130,SUWANEE D,67,GWINNETT,135,white,111176.408953
4309882,1.64,528,067DC01,067DC01,DC01,DICKERSON 01,33,COBB,067,white,132366.422976
4309943,1.45,623,067SA01,067SA01,SA01,SANDY PLAINS 01,33,COBB,067,white,126620.496246
4310004,1.50,613,067PP01,067PP01,PP01,POPE 01,33,COBB,067,white,133844.556198
4310058,0.81,575,067MB01,067MB01,MB01,MABRY 01,33,COBB,067,white,151583.999728
4310099,1.07,533,067DV01,067DV01,DV01,DAVIS 01,33,COBB,067,white,107699
4310135,1.44,549,067GM01,067GM01,GM01,GARRISON MILL 01,33,COBB,067,white,106741.00026
4310182,2.77,612,067PO01,067PO01,PO01,POST OAK 01,33,COBB,067,white,138681.999949
4310243,2.12,553,067HT01,067HT01,HT01,HIGHTOWER 01,33,COBB,067,white,145838.999948
4310313,1.73,624,067SF01,067SF01,SF01,SHALLOWFORD FALLS 01,33,COBB,067,white,137689.69657
5133692,0.02,1460,121ML05A,121ML05A,ML05A,ML05A,60,FULTON,121,white,169334
5133717,0.97,1463,121ML06A,121ML06A,ML06A,ML06A,60,FULTON,121,white,89105.4961093
5133795,2.54,1391,121AP12B,121AP12B,AP12B,AP12B,60,FULTON,121,white,163711.151849
5133844,2.47,1462,121ML05C,121ML05C,ML05C,ML05C,60,FULTON,121,white,131507.554028
5133912,0.22,1459,121ML04C,121ML04C,ML04C,ML04C,60,FULTON,121,white,184433.58675
5133935,0.12,1465,121ML071,121ML071,ML071,ML071,60,FULTON,121,white,190427
5133960,0.88,1464,121ML06B,121ML06B,ML06B,ML06B,60,FULTON,121,white,87754.0786291
4721384,2.94,1551,121SS09B,121SS09B,SS09B,SS09B,60,FULTON,121,white,107793.915474
4721461,0.39,1558,121SS13B,121SS13B,SS13B,SS13B,60,FULTON,121,white,170781.917706
4721504,0.12,1555,121SS11D,121SS11D,SS11D,SS11D,60,FULTON,121,,92761.0000254
4721528,0.47,1553,121SS11B,121SS11B,SS11B,SS11B,60,FULTON,121,,92760.9877163
4721564,1.13,1542,121SS06,121SS06,SS06,SS06,60,FULTON,121,white,69192.9977567
4721614,1.06,1541,121SS05,121SS05,SS05,SS05,60,FULTON,121,,58602.0054561
4721657,0.50,1564,121SS18A,121SS18A,SS18A,SS18A,60,FULTON,121,,71783.7353125
4721692,0.62,1574,121SS31,121SS31,SS31,SS31,60,FULTON,121,white,69229.1196899
4721728,0.68,1539,121SS03,121SS03,SS03,SS03,60,FULTON,121,white,69193.0003403
4721768,0.53,1557,121SS13A,121SS13A,SS13A,SS13A,60,FULTON,121,white,94140
4721812,0.91,1552,121SS11A,121SS11A,SS11A,SS11A,60,FULTON,121,white,98018.5278361
4721860,0.09,1554,121SS11C,121SS11C,SS11C,SS11C,60,FULTON,121,,101716.448226
4721892,0.75,1559,121SS14,121SS14,SS14,SS14,60,FULTON,121,white,162671.225707
4090002,0.85,1307,12108J,12108J,08J,08J,60,FULTON,121,white,138801.245249
4549249,1.41,446,063FP4,063FP4,FP4,FOREST PARK 4,31,CLAYTON,063,,48873.5560823
4549326,4.55,443,063FP1,063FP1,FP1,FOREST PARK 1,31,CLAYTON,063,black,37380.0730443
4549411,2.41,1425,121HP01,121HP01,HP01,HP01,60,FULTON,121,,52696.9730183
4549506,1.04,1359,12112E1,12112E1,12E1,12E1,60,FULTON,121,black,22402.7118397
5144364,2.81,1383,121AP05,121AP05,AP05,AP05,60,FULTON,121,white,158709.308464
5144483,3.10,1466,121ML072,121ML072,ML072,ML072,60,FULTON,121,white,190427
5144618,0.27,1388,121AP09B,121AP09B,AP09B,AP09B,60,FULTON,121,white,115719.401279
4749370,3.86,811,089CE,089CE,CE,CHAMBLEE (CHA),44,DEKALB,089,,73394.4072516
4749471,0.99,860,089HF,089HF,HF,HUNTLEY HILLS ELEM (,44,DEKALB,089,,65928.9603339
4749522,0.85,914,089PB,089PB,PB,PEACHTREE MIDDLE (DU,44,DEKALB,089,,59632.0001897
4749572,1.18,834,089DG,089DG,DG,DUNWOODY ELEM (DUN),44,DEKALB,089,white,145869.000002
4749626,0.67,814,089CH,089CH,CH,CHESNUT ELEM (DUN),44,DEKALB,089,white,72004.6906385
4749683,0.74,961,089TG,089TG,TG,TILLY MILL ROAD (DUN,44,DEKALB,089,white,102101.255157
4749740,1.54,596,067MT03,067MT03,MT03,MT BETHEL 03,33,COBB,067,white,168311.623111
4003178,3.60,608,067PE01,067PE01,PE01,PEBBLEBROOK 01,33,COBB,067,black,54717.0484505
4003261,2.97,572,067MA02,067MA02,MA02,MABLETON 02,33,COBB,067,,59046.8462027
4003418,5.63,518,067BT02,067BT02,BT02,BRYANT 02,33,COBB,067,black,40853.856121
4003495,1.50,620,067RS01,067RS01,RS01,RIVERSIDE 01,33,COBB,067,black,46848.0001011
4095535,5.82,509,067AU1A,067AU1A,AU1A,AUSTELL 1A,33,COBB,067,black,59962.8220394
3991842,4.35,1500,121SC05D,121SC05D,SC05D,SC05D,60,FULTON,121,black,87960.7627183
3991934,0.95,1581,121UC02B,121UC02B,UC02B,UC02B,60,FULTON,121,black,99633.9108888
3991990,2.61,1499,121SC05B,121SC05B,SC05B,SC05B,60,FULTON,121,black,101950.239027
3992064,0.02,1505,121SC08C,121SC08C,SC08C,SC08C,60,FULTON,121,black,48657.023764
3992084,7.09,1523,121SC18B,121SC18B,SC18B,SC18B,60,FULTON,121,black,101953.999923
4101823,2.27,524,067CL01,067CL01,CL01,CLARKDALE 01,33,COBB,067,black,60280.8508902
4101935,1.91,616,067PS2A,067PS2A,PS2A,POWDER SPRINGS 2A,33,COBB,067,black,66352.2386892
4102050,4.78,526,067CO01,067CO01,CO01,COOPER 01,33,COBB,067,black,64283.2503091
4102159,2.90,604,067OR02,067OR02,OR02,OREGON 02,33,COBB,067,,89559.9998885
3978694,7.41,1516,121SC13B,121SC13B,SC13B,SC13B,60,FULTON,121,white,56422.003735
3978805,0.44,1498,121SC05A,121SC05A,SC05A,SC05A,60,FULTON,121,white,58258.2233014
3978839,7.58,1515,121SC13A,121SC13A,SC13A,SC13A,60,FULTON,121,white,56422.0002889
4084183,1.68,1324,12109K,12109K,09K,09K,60,FULTON,121,black,31091.9225552
4084259,1.67,1326,12109M,12109M,09M,09M,60,FULTON,121,white,118699.999949
4084293,2.16,1318,12109E,12109E,09E,09E,60,FULTON,121,black,42531.6628892
4084366,2.57,1314,12109A,12109A,09A,09A,60,FULTON,121,,100512.153848
4084426,0.13,1251,12104C,12104C,04C,04C,60,FULTON,121,black,35651.9998104
4084464,0.49,1233,12103A,12103A,03A,03A,60,FULTON,121,black,27740.6627099
4084507,0.32,1236,12103D,12103D,03D,03D,60,FULTON,121,black,27340.0000291
4084562,0.23,1234,12103B,12103B,03B,03B,60,FULTON,121,black,27406.0000852
4084596,0.77,1323,12109I,12109I,09I,09I,60,FULTON,121,black,40775.9999983
3966274,2.97,506,067AC1B,067AC1B,AC1B,ACWORTH 1B,33,COBB,067,white,56038.6551555
4108549,3.16,576,067MC01,067MC01,MC01,MACLAND 01,33,COBB,067,,70161.0019773
4108618,3.17,607,067OR05,067OR05,OR05,OREGON 05,33,COBB,067,white,115053.218289
4108657,3.55,562,067KP02,067KP02,KP02,KEMP 02,33,COBB,067,white,99899.129528
4108708,2.94,606,067OR04,067OR04,OR04,OREGON 04,33,COBB,067,,67348.9999932
4108766,2.01,530,067DL01,067DL01,DL01,DOWELL 01,33,COBB,067,white,116142.006679
4108814,4.74,522,067CH03,067CH03,CH03,CHEATHAM HILL 03,33,COBB,067,white,101431.856003
4108873,3.60,571,067MA01,067MA01,MA01,MABLETON 01,33,COBB,067,,76526.1134595
4113705,1.81,640,067SW02,067SW02,SW02,SWEETWATER 02,33,COBB,067,black,48164.3079317
4113758,2.29,516,067BR02,067BR02,BR02,BIRNEY 02,33,COBB,067,white,88901.4144031
4113820,1.65,515,067BR01,067BR01,BR01,BIRNEY 01,33,COBB,067,,81757.9999983
4113874,2.58,573,067MA03,067MA03,MA03,MABLETON 03,33,COBB,067,white,90712.6836194
4113965,1.37,574,067MA04,067MA04,MA04,MABLETON 04,33,COBB,067,white,85874.5923571
3963027,4.30,505,067AC1A,067AC1A,AC1A,ACWORTH 1A,33,COBB,067,white,86606.9200046
3950623,4.37,578,067ME01,067ME01,ME01,MCEACHERN 01,33,COBB,067,,80636.2928891
3950747,3.75,566,067LM01,067LM01,LM01,LOST MOUNTAIN 01,33,COBB,067,white,115676.017844
3950803,1.75,603,067OR01,067OR01,OR01,OREGON 01,33,COBB,067,white,113406.000007
3950938,1.60,643,067VA01,067VA01,VA01,VAUGHAN 01,33,COBB,067,white,133633.008538
3942237,2.95,615,067PS1A,067PS1A,PS1A,POWDER SPRINGS 1A,33,COBB,067,,72507.5992392
3942396,2.36,617,067PS3A,067PS3A,PS3A,POWDER SPRINGS 3A,33,COBB,067,,69734.9063381
3942492,5.62,568,067LM03,067LM03,LM03,LOST MOUNTAIN 03,33,COBB,067,white,127437.776917
3935449,3.61,639,067SW01,067SW01,SW01,SWEETWATER 01,33,COBB,067,,71456.3040366
3935549,7.03,525,067CL02,067CL02,CL02,CLARKDALE 02,33,COBB,067,black,67228.7038238
4136554,2.47,584,067MR3A,067MR3A,MR3A,MARIETTA 3A,33,COBB,067,,59452.946863
4136743,2.82,552,067HR01,067HR01,HR01,HARRISON 01,33,COBB,067,white,129495.146669
4136802,1.19,561,067KP01,067KP01,KP01,KEMP 01,33,COBB,067,white,115967.16253
4136843,1.24,580,067ML01,067ML01,ML01,MCCLURE 01,33,COBB,067,white,98471.0045237
4154967,2.08,598,067NC01,067NC01,NC01,NORTH COBB 01,33,COBB,067,white,74359.4702
4193708,3.28,635,067SN7B,067SN7B,SN7B,SMYRNA 7B,33,COBB,067,,114849.058097
4060669,5.72,1517,121SC14,121SC14,SC14,SC14,60,FULTON,121,black,42668.9250389
4060753,4.58,551,067HL01,067HL01,HL01,HARMONY-LELAND 01,33,COBB,067,,80364.0067912
4060829,4.56,565,067LI01,067LI01,LI01,LINDLEY 01,33,COBB,067,,133845.983744
4040235,0.54,1406,121CP04,121CP04,CP04,CP04,60,FULTON,121,black,36599.8336446
4040285,0.86,1403,121CP012,121CP012,CP012,CP012,60,FULTON,121,,39986.8709058
4040357,2.94,1421,121EP03,121EP03,EP03,EP03,60,FULTON,121,black,40753.9595325
4040447,0.42,1402,121CP011,121CP011,CP011,CP011,60,FULTON,121,,40399.8685842
4040501,2.41,1419,121EP01,121EP01,EP01,EP01,60,FULTON,121,black,42070.8213304
4024572,1.13,1525,121SC19B,121SC19B,SC19B,SC19B,60,FULTON,121,black,47644.2055908
4024666,5.35,1422,121EP04,121EP04,EP04,EP04,60,FULTON,121,black,44235.3064161
4024863,0.94,1407,121CP051,121CP051,CP051,CP051,60,FULTON,121,black,51275.8443223
4024913,0.22,1411,121CP07A,121CP07A,CP07A,CP07A,60,FULTON,121,black,35016.0003381
4024949,0.98,1353,12111P,12111P,11P,11P,60,FULTON,121,black,45767.3397957
4019590,0.77,1512,121SC10,121SC10,SC10,SC10,60,FULTON,121,black,41164.0363432
4019681,0.20,1414,121CP081,121CP081,CP081,CP081,60,FULTON,121,black,41166.0001052
4019733,0.77,1579,121UC01E,121UC01E,UC01E,UC01E,60,FULTON,121,black,48657.1903879
4019773,0.07,1519,121SC17A,121SC17A,SC17A,SC17A,60,FULTON,121,black,48657.006409
4019795,1.47,1521,121SC17C,121SC17C,SC17C,SC17C,60,FULTON,121,black,40697.9825237
4019845,0.28,1524,121SC19A,121SC19A,SC19A,SC19A,60,FULTON,121,black,39780.2115605
4019893,1.24,1522,121SC18A,121SC18A,SC18A,SC18A,60,FULTON,121,black,53108.6451605
4019936,1.29,1346,12111E3,12111E3,11E3,11E3,60,FULTON,121,black,50016.1480866
4019988,1.84,1344,12111E1,12111E1,11E1,11E1,60,FULTON,121,black,51445.000011
4020043,0.42,1345,12111E2,12111E2,11E2,11E2,60,FULTON,121,black,51445
3985193,10.36,1580,121UC02A,121UC02A,UC02A,UC02A,60,FULTON,121,black,58366.7049726
3985484,0.82,1508,121SC08F,121SC08F,SC08F,SC08F,60,FULTON,121,black,48657
3997751,9.82,1495,121SC01B,121SC01B,SC01B,SC01B,60,FULTON,121,black,87927.9411808
3997836,0.91,1496,121SC02,121SC02,SC02,SC02,60,FULTON,121,black,71485.7392749
3997883,5.53,1518,121SC16,121SC16,SC16,SC16,60,FULTON,121,black,81562.9999511
3997943,0.86,517,067BT01,067BT01,BT01,BRYANT 01,33,COBB,067,black,48001.3799581
4054803,2.37,1343,12111C,12111C,11C,11C,60,FULTON,121,black,71432.8537365
4054874,0.25,1534,121SC30A,121SC30A,SC30A,SC30A,60,FULTON,121,black,71467
4054898,1.90,1327,12110A,12110A,10A,10A,60,FULTON,121,black,37740.3164043
4054945,0.62,1329,12110C,12110C,10C,10C,60,FULTON,121,black,29262.0318226
4054976,1.27,1352,12111N,12111N,11N,11N,60,FULTON,121,black,50322.0366046
4055034,2.16,1351,12111M,12111M,11M,11M,60,FULTON,121,black,52641.9999697
4055093,1.12,1535,121SC30B,121SC30B,SC30B,SC30B,60,FULTON,121,black,61707.4505136
4055149,1.85,1338,12110L,12110L,10L,10L,60,FULTON,121,black,72578.9996085
4055221,0.23,1341,12110R,12110R,10R,10R,60,FULTON,121,black,27503.9998312
4055250,0.46,1328,12110B,12110B,10B,10B,60,FULTON,121,black,72579
4055289,0.21,1335,12110I,12110I,10I,10I,60,FULTON,121,black,71919.2251782
4055314,0.99,1334,12110H,12110H,10H,10H,60,FULTON,121,black,31296.7654716
4048967,3.96,1420,121EP02,121EP02,EP02,EP02,60,FULTON,121,black,43866.7971891
4049172,3.16,1342,12111B,12111B,11B,11B,60,FULTON,121,black,65759.240361
4065602,1.86,1330,12110D,12110D,10D,10D,60,FULTON,121,black,26177.6079698
4065666,0.58,1331,12110E,12110E,10E,10E,60,FULTON,121,black,33518.5280698
4065711,0.77,1340,12110P,12110P,10P,10P,60,FULTON,121,black,32046.999984
4065744,1.14,1316,12109C,12109C,09C,09C,60,FULTON,121,black,40447.9996988
4065791,1.81,1315,12109B,12109B,09B,09B,60,FULTON,121,black,35970.8214809
4065829,1.78,1325,12109L,12109L,09L,09L,60,FULTON,121,black,40094.0606534
4065901,0.48,1354,12111R,12111R,11R,11R,60,FULTON,121,black,21537.9448448
4065949,1.29,1350,12111K,12111K,11K,11K,60,FULTON,121,black,42006.4885368
4066002,0.34,1347,12111G,12111G,11G,11G,60,FULTON,121,black,25664.1565825
4066041,0.20,1364,12112I,12112I,12I,12I,60,FULTON,121,black,28534.9013759
4074331,0.75,1357,12112C,12112C,12C,12C,60,FULTON,121,black,41225.9998394
4074413,0.62,1260,12104S,12104S,04S,04S,60,FULTON,121,black,46545.999876
4074471,0.50,1264,12104X1,12104X1,04X1,04X1,60,FULTON,121,black,35759.0200937
4074548,0.25,1259,12104M,12104M,04M,04M,60,FULTON,121,black,21568
4074582,0.34,1261,12104T,12104T,04T,04T,60,FULTON,121,black,35386
4074632,0.58,1339,12110M,12110M,10M,10M,60,FULTON,121,black,36298.822261
4074689,0.21,1265,12104X2,12104X2,04X2,04X2,60,FULTON,121,black,35959.1343464
4074744,0.47,1258,12104L,12104L,04L,04L,60,FULTON,121,black,36129.9999521
4074786,0.36,1252,12104D,12104D,04D,04D,60,FULTON,121,black,35651.9999567
4079016,0.27,1254,12104G,12104G,04G,04G,60,FULTON,121,black,36778
4079062,0.32,1249,12104A,12104A,04A,04A,60,FULTON,121,black,30341.9999945
4079117,0.63,1257,12104K,12104K,04K,04K,60,FULTON,121,black,35074.0841761
4079166,0.08,1263,12104W,12104W,04W,04W,60,FULTON,121,black,38930.9239721
4079200,0.49,1332,12110F,12110F,10F,10F,60,FULTON,121,black,40447.8169444
4079242,0.53,1247,12103S,12103S,03S,03S,60,FULTON,121,black,35997.0000039
4079308,0.82,1317,12109D,12109D,09D,09D,60,FULTON,121,black,26088.6688216
4079380,0.86,1235,12103C,12103C,03C,03C,60,FULTON,121,black,39291.3838513
4079432,0.33,1240,12103H,12103H,03H,03H,60,FULTON,121,black,35997.0000251
4124660,2.58,605,067OR03,067OR03,OR03,OREGON 03,33,COBB,067,,56990.6482891
4124869,1.21,582,067MR2A,067MR2A,MR2A,MARIETTA 2A,33,COBB,067,white,89297.6799139
4118021,2.34,600,067NP01,067NP01,NP01,NORTON PARK 01,33,COBB,067,,78399.9406555
4118177,2.50,542,067FO01,067FO01,FO01,FAIR OAKS 01,33,COBB,067,,59273.0004728
4295661,1.89,564,067LA01,067LA01,LA01,LASSITER 01,33,COBB,067,white,135333.297273
4295749,0.96,560,067KL01,067KL01,KL01,KELL 01,33,COBB,067,white,90600.0000324
4295798,1.70,619,067RM01,067RM01,RM01,ROCKY MOUNT 01,33,COBB,067,white,107844.870771
4295865,2.12,535,067EA02,067EA02,EA02,EASTSIDE 02,33,COBB,067,white,103993.958473
4295947,1.18,636,067SO01,067SO01,SO01,SOPE CREEK 01,33,COBB,067,white,128431.999861
4129892,2.05,543,067FO02,067FO02,FO02,FAIR OAKS 02,33,COBB,067,,52712.4392107
4129965,1.38,544,067FO04,067FO04,FO04,FAIR OAKS 04,33,COBB,067,,44912.2795331
4130048,1.94,583,067MR2B,067MR2B,MR2B,MARIETTA 2B,33,COBB,067,,65711.1799342
4289302,1.77,510,067BF02,067BF02,BF02,BELLS FERRY 02,33,COBB,067,white,88512.9901919
4289361,1.73,519,067BW01,067BW01,BW01,BLACKWELL 01,33,COBB,067,white,92280.8493667
4289422,2.55,550,067GT01,067GT01,GT01,GRITTERS 01,33,COBB,067,white,86430.0564448
4289508,1.12,579,067MK01,067MK01,MK01,MCCLESKEY 01,33,COBB,067,white,102494.999956
4289568,1.92,601,067NS01,067NS01,NS01,NICHOLSON 01,33,COBB,067,white,98730.8242133
4289645,1.31,508,067AD01,067AD01,AD01,ADDISON 01,33,COBB,067,white,96407.00754
4289689,0.91,625,067SI01,067SI01,SI01,SIMPSON 01,33,COBB,067,white,123586.000049
4275541,1.28,590,067MR6A,067MR6A,MR6A,MARIETTA 6A,33,COBB,067,white,58686.2957434
4263885,2.96,589,067MR5B,067MR5B,MR5B,MARIETTA 5B,33,COBB,067,white,71131.401242
4144240,2.36,554,067HY01,067HY01,HY01,HAYES 01,33,COBB,067,white,93193.9643763
4144356,3.46,611,067PM02,067PM02,PM02,PINE MOUNTAIN 02,33,COBB,067,white,86939.8596807
4144474,4.17,521,067CH02,067CH02,CH02,CHEATHAM HILL 02,33,COBB,067,white,96504.704698
4244199,1.55,609,067PF01,067PF01,PF01,POWERS FERRY 01,33,COBB,067,white,72146.5837328
4244374,3.43,1302,12108E,12108E,08E,08E,60,FULTON,121,white,269010.312053
4244438,2.37,647,067VG04,067VG04,VG04,VININGS 04,33,COBB,067,white,126661.805272
4237877,2.86,592,067MR7A,067MR7A,MR7A,MARIETTA 7A,33,COBB,067,,45574.9659184
4228140,1.39,545,067FO05,067FO05,FO05,FAIR OAKS 05,33,COBB,067,,40611.7386728
4228201,3.25,581,067MR1A,067MR1A,MR1A,MARIETTA 1A,33,COBB,067,,44243.5740626
4221239,6.20,529,067DI01,067DI01,DI01,DOBBINS 01,33,COBB,067,,48433.5654379
4213327,1.87,632,067SN5A,067SN5A,SN5A,SMYRNA 5A,33,COBB,067,,49751.0936112
4213464,1.69,630,067SN3A,067SN3A,SN3A,SMYRNA 3A,33,COBB,067,,57525.2561464
4167376,1.34,587,067MR4C,067MR4C,MR4C,MARIETTA 4C,33,COBB,067,white,74968.78785
4167456,3.12,557,067KE3A,067KE3A,KE3A,KENNESAW 3A,33,COBB,067,white,75715.0304655
4171830,1.30,585,067MR4A,067MR4A,MR4A,MARIETTA 4A,33,COBB,067,white,83951
4171900,1.45,588,067MR5A,067MR5A,MR5A,MARIETTA 5A,33,COBB,067,,54417.3046791
4198264,2.33,634,067SN7A,067SN7A,SN7A,SMYRNA 7A,33,COBB,067,white,99052.1272221
4198436,2.08,631,067SN4A,067SN4A,SN4A,SMYRNA 4A,33,COBB,067,white,88558.9035795
4184211,1.96,541,067EP01,067EP01,EP01,EAST PIEDMONT 01,33,COBB,067,white,64825.2446372
4184291,1.28,555,067KE1A,067KE1A,KE1A,KENNESAW 1A,33,COBB,067,white,77015.5050269
4184445,5.31,512,067BG01,067BG01,BG01,BIG SHANTY 01,33,COBB,067,white,69130.7263802
4178077,1.38,586,067MR4B,067MR4B,MR4B,MARIETTA 4B,33,COBB,067,white,65071.6983488
4178201,3.08,536,067EL01,067EL01,EL01,ELIZABETH 01,33,COBB,067,white,68561.6172113
4149489,2.24,610,067PM01,067PM01,PM01,PINE MOUNTAIN 01,33,COBB,067,white,114203.499666
4149561,1.75,556,067KE2A,067KE2A,KE2A,KENNESAW 2A,33,COBB,067,white,85698.9271015
4149702,1.47,594,067MS02,067MS02,MS02,MARS HILL 02,33,COBB,067,white,98446.0335185
4160720,1.51,507,067AC1C,067AC1C,AC1C,ACWORTH 1C,33,COBB,067,white,79031.1637163
4160870,1.73,558,067KE4A,067KE4A,KE4A,KENNESAW 4A,33,COBB,067,white,77266.2969222
4160936,1.67,559,067KE5A,067KE5A,KE5A,KENNESAW 5A,33,COBB,067,white,79632.8809973
4161012,2.26,514,067BK01,067BK01,BK01,BAKER 01,33,COBB,067,white,83133.409111
4203249,1.68,602,067OK01,067OK01,OK01,OAKDALE 01,33,COBB,067,white,114410.028123
4203435,2.03,599,067NJ01,067NJ01,NJ01,NICKAJACK 01,33,COBB,067,white,96528.8662411
4208674,1.89,633,067SN6A,067SN6A,SN6A,SMYRNA 6A,33,COBB,067,white,117261.09756
4208817,1.17,646,067VG03,067VG03,VG03,VININGS 03,33,COBB,067,white,101153.096721
4208898,1.60,645,067VG02,067VG02,VG02,VININGS 02,33,COBB,067,,85128.5831797
4231120,1.11,629,067SN2A,067SN2A,SN2A,SMYRNA 2A,33,COBB,067,,63168.5304485
4231203,1.16,628,067SN1A,067SN1A,SN1A,SMYRNA 1A,33,COBB,067,,62805.5286894
4269347,1.91,591,067MR6B,067MR6B,MR6B,MARIETTA 6B,33,COBB,067,white,84439.8843064
4269518,1.63,537,067EL02,067EL02,EL02,ELIZABETH 02,33,COBB,067,white,71124.8854385
4283556,1.46,539,067EL04,067EL04,EL04,ELIZABETH 04,33,COBB,067,white,69450.4283272
4283656,2.39,627,067SM03,067SM03,SM03,SEWELL MILL 03,33,COBB,067,white,77698.3457055
4283787,1.60,538,067EL03,067EL03,EL03,ELIZABETH 03,33,COBB,067,white,100849.673996
4283868,1.34,540,067EL05,067EL05,EL05,ELIZABETH 05,33,COBB,067,white,107569.000056
4661356,4.37,948,089SM,089SM,SM,SALEM MIDDLE,44,DEKALB,089,black,67964.3714773
4661421,1.17,902,089MV,089MV,MV,MILLER GROVE ROAD,44,DEKALB,089,black,79162.9997618
4661462,0.47,809,089CC,089CC,CC,COLUMBIA ELEM,44,DEKALB,089,black,37708.5424923
4661502,0.83,850,089FL,089FL,FL,FLAT SHOALS LIBRARY,44,DEKALB,089,black,53082.3465227
4661550,1.34,819,089CM,089CM,CM,COLUMBIA MIDDLE,44,DEKALB,089,black,48321.456227
4661599,0.61,959,089TC,089TC,TC,TONEY ELEM,44,DEKALB,089,black,31018.0001088
4661641,0.87,872,089KE,089KE,KE,KNOLLWOOD ELEM,44,DEKALB,089,black,58064.2778009
4661698,1.03,964,089WA,089WA,WA,WADSWORTH ELEM,44,DEKALB,089,black,39815.870019
4661752,0.66,942,089SG,089SG,SG,SNAPFINGER ELEM,44,DEKALB,089,black,49201.5433753
4811515,1.28,1723,13566,13566,66,PINCKNEYVILLE O,67,GWINNETT,135,hispanic,43949.9557506
4811580,3.80,1695,13538,13538,38,PINCKNEYVILLE F,67,GWINNETT,135,hispanic,48601.4434474
4811658,3.16,1716,13559,13559,59,PINCKNEYVILLE N,67,GWINNETT,135,,46957.0349528
4811745,0.73,906,089NC,089NC,NC,NORTH HAIRSTON,44,DEKALB,089,black,60236.9999293
4811793,2.40,799,089BF,089BF,BF,BROCKETT ELEM,44,DEKALB,089,,58317.6675457
5016710,1.53,1741,13584,13584,84,LAWRENCEVILLE G,67,GWINNETT,135,,80120.3323567
5016783,1.33,1807,135150,135150,150,DULUTH K,67,GWINNETT,135,,33750.9787657
5016839,2.54,1705,13548,13548,48,DULUTH B,67,GWINNETT,135,,72921.5412114
5016918,2.19,1753,13596,13596,96,DULUTH G,67,GWINNETT,135,,110492.900219
5017020,2.38,1729,13572,13572,72,MARTINS E,67,GWINNETT,135,,44527.0956843
5024274,5.56,1752,13595,13595,95,DULUTH F,67,GWINNETT,135,,80415.67377
5024380,3.52,1795,135138,135138,138,DULUTH I,67,GWINNETT,135,,104633.557229
5024448,4.76,1426,121JC01,121JC01,JC01,JC01,60,FULTON,121,,145436.99994
5024510,3.00,1664,1357,1357,7,DULUTH A,67,GWINNETT,135,white,98014.0090971
4683409,0.69,894,089MN,089MN,MN,MEMORIAL SOUTH,44,DEKALB,089,black,41417.7465845
4683453,1.39,893,089MM,089MM,MM,MEMORIAL NORTH,44,DEKALB,089,black,43097.1164635
4683534,1.37,965,089WB,089WB,WB,WESLEY CHAPEL LIBRAR,44,DEKALB,089,black,56502
4683587,1.30,954,089SS,089SS,SS,SNAPFINGER ROAD S,44,DEKALB,089,black,60566.2389816
4683656,1.27,886,089MF,089MF,MF,MCWILLIAMS,44,DEKALB,089,black,65251.9999564
4683697,2.57,889,089MI,089MI,MI,MIDDLE GROVE MIDDLE,44,DEKALB,089,black,47983.0366455
4683741,1.96,805,089BM,089BM,BM,BETHUNE MIDDLE,44,DEKALB,089,black,53747.6837004
4897053,5.86,939,089SD,089SD,SD,STONE MOUNTAIN ELEM,44,DEKALB,089,black,71286.1437994
4897167,2.38,973,089WN,089WN,WN,WYNBROOKE ELEM,44,DEKALB,089,black,73882.004222
4897210,1.98,955,089ST,089ST,ST,STEPHENSON MIDDLE,44,DEKALB,089,black,77019.3781422
4897257,1.16,950,089SO,089SO,SO,SOUTH DESHON,44,DEKALB,089,black,76661.6416358
4897294,3.52,1721,13564,13564,64,GARNERS D,67,GWINNETT,135,black,68808.0899946
